Timestamp,I will use my new powers...,Sample Question 2,The course delivered its advertised curriculum.,This instructor communicated content clearly.,What could the instructor do better next time?,"In general, what would make this training better next time?",Unnamed: 7,How did you hear about this training?,"After this training, if my schedule allows, I would be interested in attending another D-Lab training.","What trainings, workshops, or working groups would you like to see the D-Lab offer?",Unnamed: 11,What kind of data are you working with / would you like to work with?,"What department, school, program, or organization at Berkeley are you associated with?",Unnamed: 14,What other services (besides training) could D-Lab help you with?,"What department, school, program, or organization at Berkeley are you associated with?.1","Any other information or comments you want to share? What training, working groups, or services would you like to see the D-Lab offer? What kind of data are you working with/would you like to work with? What is the greatest technical challenge to your research?",What was the most helpful part of the training for you?,What was the most disappointing part of this training for you?,"I left with new knowledge, skills, and/or resources that are useful for my research.",What is the greatest technical challenge to your research?,I will use my new skills and powers...,How did you hear about this training?.1,Instructor.1,Please indicate your gender.,Please describe your race/ethnicity. Check all that apply.   ,"People may experience barriers to learning or participating in data intensive social science because of their race/ethnicity, gender, social or economic background, or prior exposure. Have you experienced these kinds of barriers?",Have you experienced these barriers in the D-Lab?,"If yes, what factors contributed to these barriers?",What is your career stage or position?
11/23/2014 5:33:48,,,7,7,,,,Found it on the D-Lab website,7.0,,,,I School,,,Masters student,,,,4,,,,,Male/Man,Latino/Chicano,3.0,3.0,Learning materials,
11/21/2014 9:20:09,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Sociology,,,"PhD student, pre-dissertation","This training made my day, and reminded me why I entered a doctoral program. Professor Fox provided great advice on who to complete archival research, which I will be able to use in my own work. ",,,7,,,,,Female/Woman,White,3.0,1.0,Instructors,
11/20/2014 20:21:52,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,"PhD student, dissertation stage",Thank you very much for organizing this workshop. It is very nice to know people who experience the same pain in doing qualitative research and to address feasible ways for enhancing quality of work. ,,,7,,,,,Female/Woman,International,1.0,1.0,,
11/20/2014 20:19:49,,,6,6,,,,Found it on the D-Lab website,7.0,,,,,,,"PhD student, dissertation stage",,,,6,,,,,Female/Woman,International,2.0,1.0,,
11/20/2014 17:12:46,,,4,5,,,,Email from another mailing list,6.0,,,,,,,,,,,5,,,,,,White,1.0,1.0,,
11/20/2014 16:25:37,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,Masters student,this has been the most useful workshop that I have attended here.,,,7,,,,,Female/Woman,"Asian American, White",,,,
11/20/2014 16:23:54,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Economics,,,"PhD student, dissertation stage",,,,6,,,,,Male/Man,International,1.0,1.0,,
11/20/2014 16:22:37,,,6,5,,,,Found it on the D-Lab website,7.0,,,,Environmental Health Sciences,,,Masters student,,,,5,,,,,Female/Woman,White,4.0,1.0,,
11/20/2014 16:21:04,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Lawrence Berkeley Lab,,,Research Associate,,,,6,,,,,Female/Woman,White,2.0,1.0,,
11/20/2014 16:19:28,,,3,6,,,,Found it on the D-Lab website,7.0,,,,ESPM,,,"PhD student, dissertation stage",hands on application of tools introduced for spec. application,,,6,,,,,Female/Woman,Asian American,1.0,2.0,,
11/20/2014 16:17:17,,,7,7,,,,Email from another mailing list,7.0,,,,CSTNS,,,"PhD student, dissertation stage",,,,6,,,,,Male/Man,White,1.0,1.0,,
11/20/2014 16:15:30,,,6,7,,,,Email from the D-Lab mailing list,7.0,,,,School of Public Health,,,Masters student,,,,6,,,,,Female/Woman,Asian American,1.0,1.0,,
11/20/2014 16:13:50,,,7,7,,,,Found it on the D-Lab website,7.0,,,,L&S Comp Sci,,,Undergraduate student,,,,7,,,,,Male/Man,Asian American,1.0,1.0,,
11/20/2014 14:50:47,,,6,5,,,,Found it on the D-Lab website,6.0,,,,,,,"PhD student, dissertation stage","I like the content in general, and suggest the instructor to be more focused on the main them of the workshop instead of being carried away by the question of the participants so that the course flow can be smoother. ",,,6,,,,,Female/Woman,International,1.0,1.0,,
11/20/2014 14:49:31,,,5,5,,,,Email from the D-Lab mailing list,7.0,,,,,,,Visiting fellow or researcher,,,,5,,,,,Male/Man,Latino/Chicano,1.0,1.0,,
11/20/2014 14:42:35,,,5,5,,,,Email from the D-Lab mailing list,5.0,,,,Political Science,,,"PhD student, dissertation stage",,,,5,,,,,Female/Woman,African American/Black,4.0,1.0,,
11/20/2014 14:26:35,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Rhetoric,,,Undergraduate student,,,,7,,,,,Male/Man,White,3.0,1.0,Education,
11/18/2014 12:06:58,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Sociology,,,"PhD student, dissertation stage","I think data cleaning and merging datasets are big time-sucks that no one really teaches you how to manage. A workshop that goes over the basic commands and troubleshoots frequent errors would be really useful. I use STATA, so that's what I'd be most interested in, but if there are better programs/languages for getting data to where it needs to be to START the analysis (which could then be transferred into STATA), I'd be interested in learning about those, too.",,,7,,,,,Female/Woman,White,3.0,1.0,,
11/18/2014 10:37:19,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Rhetoric,,,Undergraduate student,,,,7,,,,,Male/Man,White,3.0,1.0,Education,
11/17/2014 13:11:44,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,Library,,,Academic staff title,,,,7,,,,,Female/Woman,White,1.0,1.0,,
11/17/2014 12:14:03,,,6,6,,,,Found it on the D-Lab website,6.0,,,,Sociology,,,Postdoctoral researcher,,,,6,,,,,Female/Woman,White,4.0,1.0,,
11/17/2014 9:13:47,,,6,5,,,,Heard about it from a friend/colleague,7.0,,,,public health,,,Masters student,"qualitative research training, possible with nVivo",,,6,,,,,Female/Woman,White,3.0,1.0,,
11/16/2014 0:51:52,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,Visiting fellow or researcher,,,,7,,,,,Female/Woman,White,1.0,1.0,,
11/15/2014 22:33:10,,,7,7,,,,Email from another mailing list,7.0,,,,,,,Masters student,,,,7,,,,,Female/Woman,White,1.0,1.0,,
11/15/2014 16:53:13,,,5,5,,,,Found it on the D-Lab website,7.0,,,,,,,Undergraduate student,,,,4,,,,,Male/Man,"International, White",1.0,1.0,,
11/15/2014 14:04:16,,,5,6,,,,Email newsletter,7.0,,,,,,,Masters student,"I thought the training was very thorough.  It was well paced in the beginning.  Toward the end, I felt that Garrett went a bit quickly, which didn't allow me to absorb as much information.  ",,,6,,,,,Male/Man,Asian American,1.0,1.0,,
11/15/2014 13:02:04,,,2,2,,,,Found it on the D-Lab website,7.0,,,,Sociology,,,Postdoctoral researcher,"I think this training could have benefited from a bit more structure. One of the participants in the workshop mentioned what would have been a nice way to start: with an overview of the software, its current capabilities, and how it got to that point (i.e., I thought it was interesting that it was mostly project-driven, which gives some insight into how the tool behaves). We got to that information only after about 75 minutes of sort of floundering around without much direction. 

A little more explanation was required across the board. So, maybe after the potential introduction described above, there could have been a minute or two on what tasks we would be doing. Something like, ""We're going to find a mailing list and run some software that parses the headers to give us an idea of the structure of the list user community; then we'll move on to how that community might relate to other communities."" Basically, I wasn't sure (and probably am still not sure) what the software could do. So, although that might seem overly-structured, I think that a little structure is needed when people are being introduced to something completley new.

This probably is specific to me, but I mention it just for something to consider. I have several  (antiquated) years experience developing database management software in Python. However,  I was a little mystified because I had done that work in vi or emacs, not the Python environment. I think just a brief intro to that environment would have helped me out. So, although that wasn't a major limiting factor and although this was an intermediate course, some assumptions that were made about what that meant (on my end and Sebastian's) that made things a little more difficult at the get-go. 

Finally, I did enjoy learning about the tool. Although it's not quite at the stage where I could apply it immediately, it did spark my imagination. So, thanks!",,,5,,,,,Female/Woman,White,4.0,1.0,,
11/14/2014 15:10:38,,,7,5,,,,Found it on the D-Lab website,7.0,,,,,,,Faculty,,,,7,,,,,Female/Woman,White,2.0,1.0,,
11/13/2014 9:12:26,,,7,7,,,,email from Seb,7.0,,,,none. I am an independent researcher,,,professional,"As a non-University researcher, access to the libraries and latest research is a big impediment",,,7,,,,,Male/Man,,1.0,1.0,,
11/12/2014 19:53:18,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Rhetoric,,,Undergraduate student,,,,7,,,,,Male/Man,White,3.0,1.0,,
11/12/2014 19:21:27,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,School of Information,,,Masters student,"I am fairly proficient at basic Python programming, but would like to learn about the next step - building robust, tested, modular, exploratory code.",,,6,,,,,Male/Man,White,1.0,1.0,,
11/12/2014 14:03:31,,,6,6,,,,Found it on the D-Lab website,6.0,,,,Psychology,,,Visiting fellow or researcher,,,,5,,,,,Female/Woman,,3.0,1.0,,
11/12/2014 14:02:42,,,6,6,,,,Heard about it from a friend/colleague,6.0,,,,CDPH STD Control,,,Analyst,,,,6,,,,,Female/Woman,,3.0,1.0,,
11/12/2014 14:01:43,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,City & Regional Planning,,,"PhD student, dissertation stage","Working w/ archival, historical documents and also legal documents. I could use help finding and getting access to lawsuits in CA.",,,7,,,,,Female/Woman,,1.0,1.0,,
11/12/2014 13:59:52,,,7,6,,,,Heard about it from a friend/colleague,7.0,,,,SPH,,,"PhD student, pre-dissertation",,,,7,,,,,Female/Woman,,1.0,1.0,,
11/12/2014 13:59:01,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Economics,,,"PhD student, dissertation stage",,,,5,,,,,Female/Woman,,1.0,1.0,,
11/12/2014 13:57:01,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Administrative staff title,"The same sort of class, but for socioeconomic demographic data",,,7,,,,,Female/Woman,,1.0,1.0,,
11/12/2014 13:54:49,,,7,7,,,,Email from another mailing list,7.0,,,,Public Health,,,Faculty,,,,6,,,,,Male/Man,,5.0,4.0,,
11/12/2014 13:52:57,,,6,6,,,,Don't remember,7.0,,,,Public Health,,,"PhD student, pre-dissertation",,,,6,,,,,Female/Woman,,1.0,1.0,,
11/12/2014 13:50:58,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,Healthy Workplaces,,,Administrative staff title,"Another event was going on 12/1, CITRIS: Digital health care big data...",,,7,,,,,Female/Woman,,2.0,1.0,,
11/11/2014 23:14:10,,,6,6,,,,Found it on the D-Lab website,6.0,,,,Sociology,,,Postdoctoral researcher,,,,6,,,,,Female/Woman,White,1.0,1.0,,
11/10/2014 14:54:19,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,Political Science,,,"PhD student, pre-dissertation","I would be especially interested in trainings on the integration of qualitative and quantitative data sources.  The instructor did a little bit of that at this training, but it's a big enough topic that I think it warrants it's own discussion. ",,,7,,,,,Male/Man,"African American/Black, White",1.0,1.0,,
11/10/2014 9:17:57,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,Anthropology,,,"PhD student, dissertation stage","Another intensive R series, Zotero training. I would love to attend more D-lab trainings but these are often offered only once a semester and unfortunately conflict with teaching schedules (GSI hours).",,,7,,,,,Female/Woman,White,4.0,1.0,,
11/8/2014 16:49:19,,,6,7,,,,Email from the D-Lab mailing list,7.0,,,,Social Welfare,,,Postdoctoral researcher,"I would love for another training with Irene, she is great, but the time was too short and I wanted more information on how to do the coding practically and she started to explain it but went out of time - it was too quickly. I prefer to attend a workshop about the coding as a separate workshop please, where I can bring some of my materials or she can bring her own materials and then teach us how she starts to look at it and organize it into themes, because they don't teach us this in any practical course at Berkeley. Thank you. ",,,5,,,,,Female/Woman,Palestinian ,3.0,2.0,D-Lab students,
4/24/2015 12:52:21,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,,,,public health,"The class title was Coding to Analyzing Qualitative Data but this option wasn't in my drop down menu.

Appreciated the opportunity to do a ""hands on"" exercise in class. Well facilitated.",,,6,,,,,Female/Woman,White,1.0,1.0,,Masters student
4/24/2015 13:43:35,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,erg,,,,7,,,,,n/a,n/a,,,,"PhD student, dissertation stage"
4/24/2015 13:44:44,,,7,7,,,,Email from another mailing list,7.0,,,,,,,History,,,,6,,,,,,n/a,,,,
4/24/2015 13:45:23,,,7,6,,,,Found it on the D-Lab website,7.0,,,,,,,,,,,7,,,,,,human,,,,
4/24/2015 13:46:00,,,6,4,,,,Heard about it from a friend/colleague,5.0,,,,,,,psychology ,,,,5,,,,,Female/Woman,Asian American,1.0,1.0,,Undergraduate student
4/24/2015 13:47:26,,,6,7,,,,,7.0,,,,,,,,,,,6,,,,,Male/Man,Asian American,,,,Undergraduate student
4/24/2015 13:48:11,,,4,3,,,,Heard about it from a friend/colleague,6.0,,,,,,,epsw,,,,3,,,,,Female/Woman,White,1.0,1.0,,"PhD student, dissertation stage"
4/24/2015 13:50:02,,,5,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Psychology ,,,,5,,,,,Female/Woman,White,2.0,1.0,,Undergraduate student
4/24/2015 13:50:56,,,7,6,,,,Found on the Doe Library website,7.0,,,,,,,"Master of Public Health Student, UCB School of Public Health",,,,6,,,,,,Decline to state,,,,
4/24/2015 13:51:12,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,psychology,,,,7,,,,,Female/Woman,Decline to state,5.0,1.0,,Undergraduate student
4/24/2015 13:52:31,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,,,,Social Welfare,,,,6,,,,,Female/Woman,White,5.0,1.0,,Masters student
4/24/2015 13:56:27,,,7,7,,,,PI requested I learn it,7.0,,,,,,,School of Public Health,Thanks for all your help!,,,7,,,,,Female/Woman,Asian American,1.0,1.0,,Undergraduate student
4/24/2015 13:59:00,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,School of Public Health,,,,7,,,,,Male/Man,White,1.0,1.0,,Faculty
4/24/2015 14:01:24,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,History of Art,,,,6,,,,,Female/Woman,White,3.0,3.0,,librarian
4/24/2015 14:04:06,,,7,6,,,,Heard about it from a friend/colleague,7.0,,,,,,,History of Art VRC,,,,7,,,,,Male/Man,White,1.0,1.0,,Administrative staff title
4/24/2015 14:06:55,,,7,7,,,,Heard about it from a friend/colleague,6.0,,,,,,,Library,,,,7,,,,,Female/Woman,Asian American,2.0,1.0,,Library
4/24/2015 14:06:57,,,6,7,,,,Found it on the D-Lab website,7.0,,,,,,,School of Public Health,,,,7,,,,,Female/Woman,White,1.0,1.0,,Academic staff title
4/24/2015 21:01:45,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Health Services & Policy Analysis,This is a wonderful resource for the entire east bay academic community and the atmosphere is welcoming and inclusive. Keep up the great work!,,,6,,,,,Female/Woman,African American/Black,3.0,1.0,,Faculty
4/26/2015 12:02:01,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,ucsf,,,,7,,,,,Female/Woman,White,2.0,1.0,,Academic staff title
4/27/2015 12:06:44,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,D-Lab,,,,4,,,,,Male/Man,White,2.0,1.0,,Administrative staff title
4/27/2015 12:48:00,,,7,7,,,,twitter,7.0,,,,,,,Sociology,,,,7,,,,,Male/Man,"Latino/Chicano, White",1.0,1.0,,"PhD student, dissertation stage"
4/27/2015 12:54:33,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,UC Berkeley Undergraduate Economics,,,,7,,,,,Female/Woman,Asian American,4.0,1.0,,Undergraduate student
4/27/2015 12:58:17,,,7,6,,,,Email from the D-Lab mailing list,5.0,,,,,,,ISSI,,,,5,,,,,Genderqueer/Gender non-conforming,Decline to state,5.0,1.0,,Faculty
4/27/2015 13:01:43,,,6,5,,,,Email from the D-Lab mailing list,7.0,,,,,,,,,,,5,,,,,,Decline to state,,,,
4/27/2015 13:03:18,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,,,,,5,,,,,,Decline to state,,,,
4/27/2015 13:07:14,,,6,6,,,,Email from the D-Lab mailing list,7.0,,,,,,,BIDS,,,,3,,,,,,Decline to state,,,,
4/27/2015 13:08:51,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,Data Science Institution,,,,7,,,,,,Decline to state,,,,
4/27/2015 13:10:27,,,6,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Psych,,,,5,,,,,Decline to state,Decline to state,,,,
4/27/2015 13:11:40,,,4,6,,,,Heard about it from a friend/colleague,7.0,,,,,,,Psych,,,,2,,,,,,Decline to state,,,,
4/27/2015 13:14:17,,,6,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,ARE,,,,5,,,,,Female/Woman,White,2.0,,,"PhD student, dissertation stage"
4/27/2015 13:16:47,,,7,7,,,,Heard about it from a friend/colleague,6.0,,,,,,,,,,,7,,,,,Male/Man,White,,,,"PhD student, dissertation stage"
4/27/2015 13:18:24,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Agriculture and Resource Econ,,,,5,,,,,Female/Woman,White,2.0,1.0,,"PhD student, dissertation stage"
4/27/2015 13:21:21,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Sociology,,,,7,,,,,Male/Man,Middle Eastern,4.0,3.0,No Middle Eastern Catagory in race/ethnicity ,"PhD student, dissertation stage"
4/27/2015 16:40:42,,,6,6,,,,Email from the D-Lab mailing list,6.0,,,,,,,Statistics,"- Docker
- Building web applications using Python
- Spark DataFrames API
- Feature engineering for kaggle competitions",,,6,,,,,Female/Woman,International,3.0,1.0,,Masters student
4/27/2015 16:43:24,,,7,7,,,,Email from another mailing list,7.0,,,,,,,Biostatistics,,,,7,,,,,Female/Woman,Asian American,,,,Masters student
4/27/2015 16:45:50,,,6,6,,,,Heard about it from a friend/colleague,6.0,,,,,,,SOA,,,,5,,,,,Male/Man,International,4.0,2.0,Learning materials,"PhD student, pre-dissertation"
4/27/2015 16:48:03,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,Biostats,,,,7,,,,,Female/Woman,White,1.0,1.0,,Masters student
4/27/2015 16:50:43,,,7,7,,,,Heard about it from a friend/colleague,5.0,,,,,,,Statistics,,,,6,,,,,Female/Woman,International,1.0,1.0,,Undergraduate student
4/27/2015 16:53:18,,,7,7,,,,Email from another mailing list,7.0,,,,,,,Epidemiology,,,,7,,,,,Female/Woman,Latino/Chicano,3.0,1.0,,Postdoctoral researcher
4/27/2015 16:53:48,,,7,7,,,,d-lab calendar,7.0,,,,,,,MCB,one of the best workshops I've attended at D-lab!,,,7,,,,,Female/Woman,White,1.0,1.0,,Academic staff title
4/27/2015 16:56:24,,,7,7,,,,WIMLDS email,7.0,,,,,,,Condensed Matter Theory,,,,1,,,,,Male/Man,White,1.0,1.0,,Visiting fellow or researcher
4/27/2015 16:59:45,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,"Epidemiology, SPH",More on using Amazon EC2 computing.,,,7,,,,,Male/Man,White,1.0,1.0,,Visiting fellow or researcher
4/27/2015 17:02:24,,,7,7,,,,Email from another mailing list,7.0,,,,,,,,,,,4,,,,,,Decline to state,1.0,1.0,,
4/27/2015 17:05:44,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,biostatistics,,,,7,,,,,Female/Woman,"International, White",1.0,1.0,,"PhD student, pre-dissertation"
4/27/2015 17:19:30,,,4,5,,,,Email from the D-Lab mailing list,7.0,,,,,,,SPH,,,,5,,,,,Female/Woman,White,2.0,1.0,Instructors,Postdoctoral researcher
4/27/2015 17:21:33,,,7,7,,,,Heard about it from a friend/colleague,4.0,,,,,,,Biostatistics,,,,7,,,,,Female/Woman,White,1.0,1.0,,"PhD student, dissertation stage"
4/27/2015 17:24:12,,,7,7,,,,Email from another mailing list,5.0,,,,,,,Epidemiology PhD,,,,6,,,,,Female/Woman,Asian American,4.0,1.0,,"PhD student, dissertation stage"
4/27/2015 17:58:44,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Biostatistics,,,,7,,,,,Female/Woman,"International, White",1.0,1.0,,"PhD student, pre-dissertation"
4/28/2015 0:19:52,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,biostat,,,,7,,,,,Male/Man,International,1.0,1.0,,Masters student
4/28/2015 8:33:27,,,7,5,,,,Email from the D-Lab mailing list,6.0,,,,,,,Epidemiology,,,,5,,,,,Female/Woman,White,2.0,1.0,,Academic staff title
4/29/2015 15:58:43,,,6,6,,,,Email from the D-Lab mailing list,6.0,,,,,,,,,,,6,,,,,Female/Woman,Asian American,1.0,1.0,,Postdoctoral researcher
4/30/2015 14:10:32,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,Haas School of Business ,,,,7,,,,,Female/Woman,International,1.0,1.0,,"PhD student, dissertation stage"
4/30/2015 14:11:56,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,JSP,"Another intermediate state class, please Thanks!",,,7,,,,,Female/Woman,White,3.0,1.0,,"PhD student, dissertation stage"
4/30/2015 16:31:25,,,6,6,,,,Email from the D-Lab mailing list,6.0,,,,,,,not listed ,,,,6,,,,,Female/Woman,Asian American,1.0,1.0,,Visiting fellow or researcher
4/30/2015 16:32:38,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,Haas School of Business ,,,,7,,,,,,Decline to state,,,,
4/30/2015 16:34:18,,,7,7,,,,,7.0,,,,,,,Institutional Research ,,,,7,,,,,Female/Woman,White,2.0,1.0,,Academic staff title
4/30/2015 16:35:43,,,7,7,,,,Email from another mailing list,7.0,,,,,,,ERG,,,,7,,,,,Female/Woman,Native American/Alaskan Native,5.0,1.0,"Instructors, Learning materials, D-Lab students","PhD student, pre-dissertation"
5/4/2015 12:01:44,,,7,7,,,,,7.0,,,,,,,education,,,,7,,,,,Male/Man,Decline to state,,,,"PhD student, pre-dissertation"
5/4/2015 12:09:21,,,5,5,,,,,4.0,,,,,,,n/a,,,,7,,,,,,n/a,,,,
5/4/2015 12:11:06,,,7,7,,,,Email from another mailing list,7.0,,,,,,,Public Health,,,,7,,,,,,n/a,,,,
5/4/2015 12:12:15,,,7,6,,,,,7.0,,,,,,,Sociology,,,,5,,,,,Male/Man,International,2.0,1.0,,"PhD student, pre-dissertation"
5/4/2015 12:12:56,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,ISF,,,,7,,,,,,,,,,
5/4/2015 18:27:30,,,7,7,,,,Email from another mailing list,7.0,,,,,,,Epidemiology,,,,5,,,,,Female/Woman,Latino/Chicano,4.0,1.0,,"PhD student, dissertation stage"
5/5/2015 15:56:54,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,SPH,,,,7,,,,,Female/Woman,White,3.0,1.0,,"PhD student, dissertation stage"
5/5/2015 17:31:45,,,6,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,M.D.P.,"Please note that the name of ""Instructor"" may not be accurate for this particular ""training."" Colleen was leading the information session (and did a fantastic job!), and Brooks was also there and very informative. 
Thank you! ",,,7,,,,,Female/Woman,White,1.0,1.0,,Masters student
5/6/2015 14:16:56,,,7,6,,,,Heard about it from a friend/colleague,5.0,,,,,,,MDP,,,,1,,,,,Female/Woman,White,1.0,1.0,,Masters student
5/6/2015 21:38:21,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,Political Science,,,,7,,,,,Male/Man,White,3.0,1.0,,"PhD student, dissertation stage"
5/7/2015 9:22:48,,,6,6,,,,Email from another mailing list,6.0,,,,,,,,,,,6,,,,,,,,,,
5/7/2015 9:23:41,,,7,7,,,,,7.0,,,,,,,,,,,7,,,,,,,,,,
5/7/2015 9:24:50,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Sociology,,,,7,,,,,,,,,,
5/7/2015 9:25:55,,,7,7,,,,,7.0,,,,,,,Epidemiology,,,,6,,,,,Female/Woman,,1.0,1.0,,"PhD student, pre-dissertation"
5/7/2015 9:27:52,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,,,,School of Public Health,,,,6,,,,,Male/Man,White,1.0,1.0,,Staff Researcher
5/8/2015 9:35:29,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,UCSF,,,,7,,,,,Female/Woman,White,2.0,1.0,,Academic staff title
5/8/2015 9:37:55,,,6,5,,,,Don't remember,6.0,,,,,,,Haas MBA,The workshops are a tremendous service to our community! Thanks,,,5,,,,,Male/Man,White,1.0,1.0,,Masters student
5/8/2015 9:39:34,,,6,7,,,,Found it on the D-Lab website,7.0,,,,,,,ARE,Thanks!,,,6,,,,,Female/Woman,International,3.0,1.0,,"PhD student, dissertation stage"
5/8/2015 9:45:42,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,ITS,This event did not show up on the D-lab training web. I got to know it from D-lab newsletter,,,7,,,,,Male/Man,Asian American,1.0,1.0,,Postdoctoral researcher
5/8/2015 9:58:12,,,7,6,,,,,7.0,,,,,,,NST,,,,6,,,,,Female/Woman,International,1.0,1.0,,"PhD student, pre-dissertation"
5/8/2015 10:00:02,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,,,,,,,,6,,,,,Male/Man,White,1.0,1.0,,Visiting fellow or researcher
5/8/2015 10:01:36,,,7,5,,,,Email from the D-Lab mailing list,7.0,,,,,,,Anthropology Department,,,,7,,,,,Male/Man,White,1.0,1.0,,Postdoctoral researcher
5/8/2015 10:02:28,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,,,,,,,,6,,,,,Female/Woman,White,1.0,1.0,,Postdoctoral researcher
5/8/2015 16:05:14,,,7,7,,,,,7.0,,,,,,,education,,,,7,,,,,Male/Man,Decline to state,,,,"PhD student, pre-dissertation"
5/11/2015 10:36:29,,,7,5,,,,Heard about it from a friend/colleague,7.0,,,,,,,Berkeley Law,updating and maintenance of data sets,,,7,,,,,Female/Woman,White,5.0,1.0,,Academic staff title
5/11/2015 10:38:11,,,6,4,,,,Heard about it from a friend/colleague,7.0,,,,,,,Berkeley Law,,,,7,,,,,Female/Woman,"White, Not on the form",5.0,1.0,,Academic staff title
5/12/2015 9:10:13,,,7,5,,,,Email from the D-Lab mailing list,7.0,,,,,,,EPS,,,,5,,,,,n/a,n/a,,,,
5/12/2015 9:11:35,,,6,4,,,,Email from the D-Lab mailing list,7.0,,,,,,,Anthropology,,,,6,,,,,,n/a,,,,
5/12/2015 9:12:38,,,6,5,,,,Email from the D-Lab mailing list,7.0,,,,,,,n/a,,,,5,,,,,n/a,n/a,1.0,1.0,,n/a
5/12/2015 17:14:12,,,5,5,,,,Email from the D-Lab mailing list,5.0,,,,,,,DCP,,,,5,,,,,Female/Woman,Asian American,1.0,1.0,,Visiting fellow or researcher
5/18/2015 12:08:09,,,6,6,,,,Found it on the D-Lab website,7.0,,,,,,,ARE,Hello and thanks for the training. I think the material was very useful and conveyed really well. I want to point out to a few things that I thought could be improved. The code that was provided was giving errors during the presentation which is something that can be easily fixed. Also it would be great to have some practice exercises at the end. So maybe a two day training where first day for covering the materials to be learned and the second day an hour of going through some practice exercises. Another thing is that a step by step guide to how to obtain the keys would also make the material more immediately applicable. Once again thanks for taking the time to put together this training. Best.,,,5,,,,,Female/Woman,White,1.0,1.0,,"PhD student, dissertation stage"
5/26/2015 10:15:43,,,6,4,,,,,7.0,,,,,,,psychology,"MATLAB!!! 

For neuroscience, it's definitely needed. Would love it if D-lab would do a course for Matlab in the next few months.",,,5,,,,,Female/Woman,International,4.0,1.0,,Visiting fellow or researcher
5/26/2015 15:46:26,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Energy and Resources Group,,,,6,,,,,Male/Man,Asian American,3.0,1.0,,Incoming PhD student
5/26/2015 15:47:24,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,Lawrence Berkeley Lab,Clara is fantastic!!!!!! I wish she could teach more often!,,,7,,,,,Female/Woman,International,1.0,1.0,,Postdoctoral researcher
